seq,timestamp_pc_us,timestamp_pc_iso,j1_pos,j2_pos,j3_pos,j4_pos,j5_pos,j6_pos,j1_vel,j2_vel,j3_vel,j4_vel,j5_vel,j6_vel,j1_acc,j2_acc,j3_acc,j4_acc,j5_acc,j6_acc,command_sent
10,1768256251354808,2026-01-12T22:17:31.354811,0.048225603182403674,0.0007423133385152905,0.052463940226839846,0.09999998704122058,0.08428819946313267,0.01776308713942889,0.09645120176158468,0.0014846266061754056,0.10492787544589995,0.19999996453725816,0.1685763908808013,0.03552617258333839,0.09645121884490872,0.0014846268691309345,0.10492789403059286,0.1999999999610037,0.1685764207388458,0.035526178875690706,"<10,0.0482,0.0007,0.0525,0.1000,0.0843,0.0178>"
11,1768256251405464,2026-01-12T22:17:31.405468,0.05835297932721292,0.0008981991315455888,0.06348136710497296,0.12099998323436337,0.10198872043543057,0.021493335245888215,0.10609632036148886,0.0016330892425304277,0.11542066127570554,0.21999995772248354,0.1854340272139211,0.039078789261085545,0.09645121888313324,0.0014846268697191495,0.1049278940721905,0.2000000000403005,0.16857642080566693,0.03552617888977406,"<11,0.0584,0.0009,0.0635,0.1210,0.1020,0.0215>"
12,1768256251457110,2026-01-12T22:17:31.457115,0.06944486745767892,0.00106893119014571,0.07554807270279723,0.14399997900660874,0.12137500526067874,0.025578845066409322,0.11574144224786496,0.0017815519294725197,0.12591345068081672,0.23999995772249455,0.20229166929110157,0.04263140714934919,0.09645121888886289,0.0014846268698075723,0.10492789407845093,0.20000000005218424,0.1685764208156761,0.03552617889187842,"<12,0.0694,0.0011,0.0755,0.1440,0.1214,0.0256>"
13,1768256251507782,2026-01-12T22:17:31.507786,0.08150126714038909,0.001254509507644345,0.08866405654880936,0.16899997345923806,0.14244705318136325,0.030019616441352027,0.1253865554892367,0.00193001448334625,0.13640623068115207,0.2599999397963363,0.21914929625863447,0.04618402185337138,0.09645121888673876,0.0014846268697739989,0.1049278940761221,0.20000000004767415,0.16857642081188126,0.035526178891088264,"<13,0.0815,0.0013,0.0887,0.1690,0.1424,0.0300>"
14,1768256251559514,2026-01-12T22:17:31.559518,0.09452217860503727,0.001454934087577059,0.10282931889288996,0.1959999670685414,0.1652048645989405,0.03481564945532015,0.13503167123067555,0.0020784770757022977,0.14689901340127418,0.2799999270542846,0.23600692759575856,0.04973663747825107,0.09645121883952437,0.0014846268690479657,0.10492789402476797,0.1999999999498853,0.16857642072947626,0.035526178873713336,"<14,0.0945,0.0015,0.1028,0.1960,0.1652,0.0348>"
15,1768256251610268,2026-01-12T22:17:31.610272,0.1085075946888937,0.0016702048196914243,0.11804385194280831,0.22499994498197504,0.18964842699446718,0.039966941470043066,0.1446556989295568,0.002226615070039025,0.15736885474314022,0.29995618641992444,0.2528277014750161,0.05328148567850917,0.06526296674700159,0.001004561219155055,0.0709986430546571,0.13532844377895858,0.11406592340430015,0.024038512507981703,"<15,0.1085,0.0017,0.1180,0.2250,0.1896,0.0400>"
16,1768256251662019,2026-01-12T22:17:31.662023,0.12297527409805745,0.0018928987974559963,0.13378303232947064,0.25499993788949343,0.2149348841320982,0.04529586704259176,0.1446768282955839,0.002226940304130493,0.15739184107660484,0.3000000000000454,0.2528646311576062,0.05328926832393347,2.8924207784048763e-11,4.4505840023044574e-13,3.1456911257525113e-11,5.997735471971533e-11,5.050724607976028e-11,1.0653872219949434e-11,"<16,0.1230,0.0019,0.1338,0.2550,0.2149,0.0453>"
17,1768256251712803,2026-01-12T22:17:31.712808,0.1374429569276151,0.002115592827869034,0.14952221643713032,0.2849999378894965,0.24022134724785754,0.050624793874984836,0.14467682829557355,0.0022269403041303266,0.1573918410765934,0.30000000000002386,0.2528646311575879,0.05328926832392957,2.902115000924185e-11,4.4688365050462995e-13,3.154472827091506e-11,6.014528190321137e-11,5.075196281809444e-11,1.0690157914032324e-11,"<17,0.1374,0.0021,0.1495,0.2850,0.2402,0.0506>"
18,1768256251764418,2026-01-12T22:17:31.764422,0.15191063975717273,0.002338286858282071,0.16526140054478997,0.3149999378894994,0.2655078103636168,0.055953720707377905,0.14467682829556328,0.002226940304130172,0.15739184107658252,0.30000000000000215,0.2528646311575696,0.05328926832392585,2.874231592741118e-11,4.369608840315889e-13,3.1849593324969144e-11,5.903827055360135e-11,5.1270077059706433e-11,1.0681266054105507e-11,"<18,0.1519,0.0023,0.1653,0.3150,0.2655,0.0560>"
19,1768256251815177,2026-01-12T22:17:31.815182,0.16637832258672974,0.0025609808886950984,0.18100058465244895,0.34499993788950106,0.2907942734793749,0.06128264753977074,0.14467682829555745,0.0022269403041300863,0.15739184107657617,0.299999999999991,0.25286463115755975,0.053289268323923736,-6.488719779383258e-12,-9.946119123856853e-14,-7.06366963325266e-12,-1.338811802581609e-11,-1.1334725690568222e-11,-2.3819351088875252e-12,"<19,0.1664,0.0026,0.1810,0.3450,0.2908,0.0613>"
20,1768256251866915,2026-01-12T22:17:31.866919,0.18084600541628557,0.0027836749191081085,0.19673976876010668,0.37499993788950037,0.31608073659513103,0.06661157437216314,0.14467682829555767,0.0022269403041300893,0.15739184107657642,0.29999999999999144,0.25286463115756014,0.05328926832392381,-6.479764410612964e-12,-9.989636799694987e-14,-7.041343992866088e-12,-1.3391513115266792e-11,-1.1317988503870645e-11,-2.386713224575775e-12,"<20,0.1808,0.0028,0.1967,0.3750,0.3161,0.0666>"
21,1768256251917539,2026-01-12T22:17:31.917543,0.19531368824584153,0.00300636894952112,0.21247895286776447,0.4049999378894998,0.34136719971088736,0.07194050120455558,0.14467682829556033,0.002226940304130123,0.15739184107657883,0.299999999999996,0.2528646311575649,0.053289268323924735,-6.882425986052535e-12,-1.060016502316127e-13,-7.472348213428467e-12,-1.4354774199481001e-11,-1.1995085289977276e-11,-2.55632965196237e-12,"<21,0.1953,0.0030,0.2125,0.4050,0.3414,0.0719>"
22,1768256251969328,2026-01-12T22:17:31.969333,0.20978137107539738,0.00322906297993413,0.22821813697542218,0.4349999378894991,0.3666536628266436,0.077269428036948,0.144676828295556,0.0022269403041300603,0.1573918410765746,0.29999999999998755,0.25286463115755686,0.0532892683239232,-6.529559693446543e-12,-1.0061389504590727e-13,-7.1012722933335675e-12,-1.3540561576271633e-11,-1.1374071724068172e-11,-2.4072109468927347e-12,"<22,0.2098,0.0032,0.2282,0.4350,0.3667,0.0773>"
23,1768256252020024,2026-01-12T22:17:32.020029,0.2242490539049533,0.0034517570103471413,0.24395732108308,0.46499993788949845,0.3919401259423998,0.08259835486934042,0.14467682829555825,0.0022269403041300984,0.15739184107657703,0.29999999999999216,0.25286463115756125,0.053289268323923944,-6.763653920065414e-12,-1.0413928823093418e-13,-7.356090759779173e-12,-1.4021005206558961e-11,-1.1749997320989551e-11,-2.493171700462069e-12,"<23,0.2242,0.0035,0.2440,0.4650,0.3919,0.0826>"
24,1768256252071392,2026-01-12T22:17:32.071398,0.23871673673450916,0.003674451040760151,0.2596965051907377,0.4949999378894977,0.41722658905815596,0.08792728170173283,0.14467682829556067,0.0022269403041301357,0.15739184107657947,0.2999999999999972,0.2528646311575658,0.053289268323925,-6.733390231004506e-12,-1.0306209537251794e-13,-7.283054739657934e-12,-1.401644497066244e-11,-1.1817786936048725e-11,-2.4734902889404308e-12,"<24,0.2387,0.0037,0.2597,0.4950,0.4172,0.0879>"
25,1768256252122244,2026-01-12T22:17:32.122248,0.25318441956406496,0.003897145071173161,0.2754356892983954,0.524999937889497,0.4425130521739121,0.09325620853412524,0.1446768282955609,0.0022269403041301388,0.1573918410765797,0.29999999999999766,0.2528646311575662,0.053289268323925075,-6.7476312979796626e-12,-1.0543173903093223e-13,-7.405936790465484e-12,-1.4153568088445145e-11,-1.1849498864744774e-11,-2.5097896901021916e-12,"<25,0.2532,0.0039,0.2754,0.5250,0.4425,0.0933>"
26,1768256252173821,2026-01-12T22:17:32.173828,0.2676521023936208,0.00411983910158617,0.29117487340605314,0.5549999378894963,0.46779951528966823,0.09858513536651764,0.1446768282955567,0.0022269403041300677,0.1573918410765753,0.29999999999998933,0.2528646311575581,0.053289268323923396,-6.383229450334294e-12,-9.812928338467539e-14,-6.9323244568146635e-12,-1.324691703133891e-11,-1.1187810757037525e-11,-2.3508129964940813e-12,"<26,0.2677,0.0041,0.2912,0.5550,0.4678,0.0986>"
27,1768256252224515,2026-01-12T22:17:32.224519,0.2821197852231767,0.004342533131999181,0.3069140575137109,0.5849999378894957,0.49308597840542456,0.10391406219891007,0.1446768282955591,0.0022269403041301045,0.15739184107657753,0.29999999999999355,0.25286463115756314,0.053289268323924235,-6.99227229505284e-12,-1.0828740279949089e-13,-7.611057453907074e-12,-1.4479572717189067e-11,-1.2251946145313827e-11,-2.5834280382164254e-12,"<27,0.2821,0.0043,0.3069,0.5850,0.4931,0.1039>"
28,1768256252276002,2026-01-12T22:17:32.276006,0.2965874680527326,0.004565227162412191,0.32265324162136866,0.614999937889495,0.5183724415211808,0.10924298903130249,0.1446768282955617,0.002226940304130151,0.15739184107658072,0.2999999999999988,0.25286463115756636,0.05328926832392523,-6.598502388685865e-12,-1.0310159982321664e-13,-7.2269311876083284e-12,-1.3825433576294194e-11,-1.131171838060434e-11,-2.4351615958245454e-12,"<28,0.2966,0.0046,0.3227,0.6150,0.5184,0.1092>"
29,1768256252326673,2026-01-12T22:17:32.326678,0.3110551508822885,0.0047879211928252025,0.33839242572902645,0.6449999378894943,0.5436589046369369,0.11457191586369492,0.1446768282955572,0.002226940304130075,0.1573918410765759,0.29999999999998955,0.2528646311575593,0.05328926832392364,-6.934604171524994e-12,-1.0716249578249475e-13,-7.582341923810296e-12,-1.4402639433167295e-11,-1.2116506189807406e-11,-2.562374343599208e-12,"<29,0.3111,0.0048,0.3384,0.6450,0.5437,0.1146>"
30,1768256252378633,2026-01-12T22:17:32.378637,0.3255228337118443,0.005010615223238211,0.35413160983668407,0.6749999378894934,0.568945367752693,0.1199008426960873,0.14467682829555742,0.0022269403041300785,0.15739184107657614,0.29999999999999005,0.2528646311575597,0.05328926832392372,-6.947708249459536e-12,-1.0731014896794543e-13,-7.586577973547769e-12,-1.4374568791985247e-11,-1.2138524757676431e-11,-2.5654612357918116e-12,"<30,0.3255,0.0050,0.3541,0.6750,0.5689,0.1199>"
31,1768256252429332,2026-01-12T22:17:32.429336,0.33999051654140017,0.005233309253651222,0.3698707939443418,0.7049999378894927,0.5942318308684492,0.12522976952847975,0.14467682829555928,0.002226940304130114,0.15739184107657817,0.29999999999999566,0.25286463115756386,0.05328926832392451,-6.381529974801369e-12,-9.841645253346267e-14,-6.878792050759918e-12,-1.3094568000241771e-11,-1.0939765671088062e-11,-2.341275607638165e-12,"<31,0.3400,0.0052,0.3699,0.7050,0.5942,0.1252>"
32,1768256252480874,2026-01-12T22:17:32.480878,0.3544581993709561,0.005456003284064231,0.3856099780519996,0.7349999378894921,0.6195182939842054,0.13055869636087214,0.14467682829555578,0.0022269403041300607,0.1573918410765744,0.29999999999998667,0.252864631157556,0.05328926832392301,-6.632749299878528e-12,-1.0185753686106376e-13,-7.202084003730762e-12,-1.3720966362838843e-11,-1.1614427958585577e-11,-2.441022542766454e-12,"<32,0.3545,0.0055,0.3856,0.7350,0.6195,0.1306>"
33,1768256252531467,2026-01-12T22:17:32.531472,0.36892588220051203,0.005678697314477243,0.40134916215965744,0.7649999378894916,0.6448047570999618,0.13588762319326458,0.14467682829555803,0.002226940304130088,0.15739184107657633,0.2999999999999912,0.25286463115756086,0.05328926832392389,-6.907273481405745e-12,-1.0580994916369094e-13,-7.494165999433684e-12,-1.4356293902529587e-11,-1.2099014987037513e-11,-2.5507251745060427e-12,"<33,0.3689,0.0057,0.4013,0.7650,0.6448,0.1359>"
34,1768256252583168,2026-01-12T22:17:32.583172,0.38339356503006783,0.005901391344890253,0.41708834626731506,0.7949999378894909,0.670091220215718,0.141216550025657,0.14467682829556053,0.002226940304130126,0.15739184107657905,0.29999999999999644,0.25286463115756525,0.05328926832392481,-6.868426901331541e-12,-1.0561569143912588e-13,-7.413540147468965e-12,-1.4172944399573023e-11,-1.1992491415023326e-11,-2.5347765945390213e-12,"<34,0.3834,0.0059,0.4171,0.7950,0.6701,0.1412>"
35,1768256252633884,2026-01-12T22:17:32.633889,0.3978612478596237,0.006124085375303261,0.43282753037497274,0.82499993788949,0.695377683331474,0.14654547685804942,0.14467682829556072,0.0022269403041301297,0.15739184107657928,0.2999999999999969,0.25286463115756563,0.05328926832392489,-7.0250741739320966e-12,-1.0584654168312869e-13,-7.526865186355818e-12,-1.4301043854076054e-11,-1.2042984298169307e-11,-2.571678938671571e-12,"<35,0.3979,0.0061,0.4328,0.8250,0.6954,0.1465>"
36,1768256252685517,2026-01-12T22:17:32.685521,0.41232893068917953,0.006346779405716272,0.4485667144826305,0.8549999378894892,0.7206641464472302,0.1518744036904418,0.14467682829555617,0.0022269403041300664,0.15739184107657522,0.2999999999999883,0.2528646311575575,0.05328926832392337,-6.573415430088949e-12,-1.0119918056432894e-13,-7.1534226739203265e-12,-1.3662392854694678e-11,-1.1535699627312958e-11,-2.424752505461732e-12,"<36,0.4123,0.0063,0.4486,0.8550,0.7207,0.1519>"
37,1768256252736203,2026-01-12T22:17:32.736208,0.4267966135187355,0.006569473436129284,0.46430589859028837,0.8849999378894887,0.7459506095629864,0.15720333052283425,0.14467682829555897,0.0022269403041301028,0.1573918410765774,0.29999999999999327,0.2528646311575615,0.05328926832392418,-6.535246324553962e-12,-1.0038249121401743e-13,-7.089080758838196e-12,-1.3513560196535311e-11,-1.1408989346255222e-11,-2.395333928279312e-12,"<37,0.4268,0.0066,0.4643,0.8850,0.7460,0.1572>"
38,1768256252787746,2026-01-12T22:17:32.787751,0.44126429634829134,0.006792167466542293,0.480045082697946,0.914999937889488,0.7712370726787426,0.16253225735522667,0.1446768282955609,0.0022269403041301388,0.15739184107657989,0.2999999999999981,0.25286463115756663,0.05328926832392488,-6.695839405096059e-12,-1.0462249070462593e-13,-7.286648764369241e-12,-1.378555171637424e-11,-1.1422314279281513e-11,-2.461705663638257e-12,"<38,0.4413,0.0068,0.4800,0.9150,0.7712,0.1625>"
39,1768256252838515,2026-01-12T22:17:32.838520,0.45573197917784725,0.007014861496955304,0.49578426680560383,0.9449999378894874,0.796523535794499,0.16786118418761908,0.1446768282955571,0.0022269403041300802,0.1573918410765757,0.2999999999999893,0.2528646311575583,0.053289268323923535,-6.6452433573147396e-12,-1.0216617461112233e-13,-7.249356389797898e-12,-1.3787991564909728e-11,-1.1584755799382914e-11,-2.44310417548336e-12,"<39,0.4557,0.0070,0.4958,0.9450,0.7965,0.1679>"
40,1768256252890234,2026-01-12T22:17:32.890239,0.4701996620074031,0.007237555527368315,0.5115234509132616,0.9749999378894867,0.821809998910255,0.1731901110200115,0.14467682829565331,0.0022269403041315613,0.1573918410766804,0.3000000000001888,0.2528646311577265,0.05328926832395898,1.2175444020192634e-10,1.87399293203327e-12,1.3244507397575402e-10,2.524177418820424e-10,2.1284754881641636e-10,4.485054950426143e-11,"<40,0.4702,0.0072,0.5115,0.9750,0.8218,0.1732>"
41,1768256252940835,2026-01-12T22:17:32.940839,0.4846673448369655,0.007460249557781426,0.5272626350209264,1.0049999378894996,0.8470964620260226,0.1785190378524063,0.14467682829560916,0.002226940304130875,0.15739184107663148,0.30000000000009813,0.25286463115765023,0.05328926832394272,1.2205156884686726e-10,1.8790766587247846e-12,1.3279554497775345e-10,2.531280776436789e-10,2.134469924669392e-10,4.496354010775875e-11,"<41,0.4847,0.0075,0.5273,1.0050,0.8471,0.1785>"
42,1768256252992162,2026-01-12T22:17:32.992166,0.4991350276665276,0.007682943588194532,0.5430018191285909,1.0349999378895118,0.8723829251417898,0.18384796468480108,0.14467682829556555,0.0022269403041302173,0.15739184107658546,0.3000000000000069,0.25286463115757457,0.05328926832392692,1.2103899930512932e-10,1.85944891264445e-12,1.3121034378455194e-10,2.5021507419379676e-10,2.1156396517199075e-10,4.4499632097474016e-11,"<42,0.4991,0.0077,0.5430,1.0350,0.8724,0.1838>"
43,1768256253042795,2026-01-12T22:17:33.042800,0.5136027104960897,0.00790563761860764,0.5587410032362555,1.064999937889524,0.897669388257557,0.1891768915171958,0.1446768282956432,0.002226940304131399,0.1573918410766694,0.3000000000001687,0.25286463115770974,0.053289268323955266,1.2189237207668952e-10,1.8766268474788856e-12,1.3258030780637536e-10,2.5268442604502407e-10,2.1309331781677143e-10,4.490388561917622e-11,"<43,0.5136,0.0079,0.5587,1.0650,0.8977,0.1892>"
44,1768256253094531,2026-01-12T22:17:33.094535,0.5280703933256521,0.008128331649020748,0.5744801873439203,1.0949999378895368,0.9229558513733245,0.19450581834959058,0.14467682829559939,0.0022269403041307247,0.15739184107662174,0.30000000000007787,0.25286463115763225,0.05328926832393912,1.2224822076683735e-10,1.880481222993202e-12,1.3290992812122525e-10,2.53351079844946e-10,2.1341485399206937e-10,4.4996019173603105e-11,"<44,0.5281,0.0081,0.5745,1.0950,0.9230,0.1945>"
45,1768256253145255,2026-01-12T22:17:33.145261,0.5425380761552143,0.008351025679433856,0.590219371451585,1.1249999378895494,0.9482423144890918,0.19983474518198535,0.1446768282955953,0.0022269403041306622,0.1573918410766173,0.30000000000006943,0.25286463115762514,0.05328926832393762,1.2222949217241713e-10,1.881330803026943e-12,1.3287136338145844e-10,2.533778859295546e-10,2.134455311070568e-10,4.4999912541088896e-11,"<45,0.5425,0.0084,0.5902,1.1250,0.9482,0.1998>"
46,1768256253196975,2026-01-12T22:17:33.196980,0.5570057589847767,0.008573719709846966,0.6059585555592497,1.1549999378895621,0.9735287776048593,0.20516367201438013,0.14467682829567327,0.002226940304131862,0.15739184107670215,0.30000000000022936,0.2528646311577623,0.05328926832396634,1.2098634877037628e-10,1.8624161447498074e-12,1.3164553763041697e-10,2.5090090701326526e-10,2.1148316587271596e-10,4.456512721398775e-11,"<46,0.5570,0.0086,0.6060,1.1550,0.9735,0.2052>"
47,1768256253247722,2026-01-12T22:17:33.247727,0.5714734418143389,0.008796413740260073,0.6216977396669143,1.1849999378895744,0.9988152407206267,0.2104925988467749,0.1446768282956293,0.002226940304131185,0.1573918410766535,0.30000000000014,0.25286463115768615,0.05328926832395003,1.2189756787715942e-10,1.875672511473304e-12,1.3262375189266605e-10,2.5271691498217016e-10,2.131202543641784e-10,4.489709968172926e-11,"<47,0.5715,0.0088,0.6217,1.1850,0.9988,0.2105>"
48,1768256253299351,2026-01-12T22:17:33.299356,0.5859411246439012,0.009019107770673183,0.6374369237745791,1.214999937889587,1.0241017038363942,0.21582152567916968,0.14467682829558617,0.002226940304130535,0.1573918410766074,0.3000000000000487,0.25286463115760915,0.053289268323934255,1.213247657152778e-10,1.866569330689022e-12,1.319370974681508e-10,2.5154094452080053e-10,2.119598152803553e-10,4.467218028405323e-11,"<48,0.5859,0.0090,0.6374,1.2150,1.0241,0.2158>"
49,1768256253350106,2026-01-12T22:17:33.350111,0.6004088074734635,0.009241801801086292,0.6531761078822438,1.2449999378895995,1.0493881669521614,0.22115045251156445,0.14467682829566372,0.002226940304131715,0.15739184107669174,0.30000000000021126,0.2528646311577447,0.05328926832396282,1.2222134982029492e-10,1.8810967760410414e-12,1.3294193675631643e-10,2.533654241711916e-10,2.1354610126596886e-10,4.501314763199094e-11,"<49,0.6004,0.0092,0.6532,1.2450,1.0494,0.2212>"
50,1768256253401667,2026-01-12T22:17:33.401672,0.6148764903030258,0.009464495831499402,0.6689152919899086,1.2749999378896124,1.0746746300679288,0.22647937934395923,0.14467682829565964,0.0022269403041316523,0.1573918410766873,0.3000000000002028,0.2528646311577376,0.053289268323961324,1.2221382208396887e-10,1.8808712420786743e-12,1.3293007379337476e-10,2.53375194138898e-10,2.1356206481074923e-10,4.5015193264753573e-11,"<50,0.6149,0.0095,0.6689,1.2750,1.0747,0.2265>"
51,1768256253452329,2026-01-12T22:17:33.452334,0.6293441731325881,0.00968718986191251,0.6846544760975732,1.3049999378896249,1.099961093183696,0.231808306176354,0.14467682829561562,0.002226940304130975,0.1573918410766394,0.30000000000011157,0.25286463115766067,0.05328926832394511,1.2222077416775578e-10,1.881123080223215e-12,1.3287882929383976e-10,2.5339683725802e-10,2.135394950113628e-10,4.501293991859427e-11,"<51,0.6293,0.0097,0.6847,1.3050,1.1000,0.2318>"
52,1768256253503830,2026-01-12T22:17:33.503834,0.6438118559621502,0.009909883892325616,0.7003936602052379,1.334999937889637,1.1252475562994633,0.23713723300874873,0.14467682829557232,0.0022269403041303075,0.15739184107659238,0.30000000000002003,0.2528646311575865,0.05328926832392925,1.205533378326544e-10,1.856504031824919e-12,1.3132323256698374e-10,2.5013949060377855e-10,2.1122890317652411e-10,4.43823887842121e-11,"<52,0.6438,0.0099,0.7004,1.3350,1.1252,0.2371>"
53,1768256253554419,2026-01-12T22:17:33.554423,0.6582220693215427,0.01013169332303547,0.7160703241027052,1.3648807699395775,1.1504335748827614,0.2424449919315868,0.14134726362579705,0.00217568992875449,0.15376965555087005,0.29309585776314623,0.2470452532236286,0.0520628793632378,-0.09645121882356894,-0.0014846268688015708,-0.10492789400733717,-0.19999999991671907,-0.16857642070148873,-0.035526178867820654,"<53,0.6582,0.0101,0.7161,1.3649,1.1504,0.2424>"
54,1768256253605838,2026-01-12T22:17:33.605843,0.6718745395898019,0.010341839181563789,0.7309226501875349,1.3931903557158882,1.1742952181012623,0.24747364897349677,0.13170214173936068,0.002027227241811483,0.14327686614569501,0.2730958577630119,0.23018761114634587,0.04851026147495224,-0.09645121894557537,-0.001484626870680475,-0.10492789414014969,-0.20000000016988798,-0.16857642091489375,-0.03552617891278794,"<54,0.6719,0.0103,0.7309,1.3932,1.1743,0.2475>"
55,1768256253656466,2026-01-12T22:17:33.656470,0.6845624976694239,0.010537138771397905,0.7447256973318539,1.4194999414921985,1.196471097112046,0.2521470442265805,0.12205701985303817,0.0018787645548702157,0.1327840767406421,0.2530958577631119,0.21332996906925894,0.044957643586708326,-0.09645121885094836,-0.0014846268692232806,-0.104927894037164,-0.1999999999735616,-0.1685764207493775,-0.03552617887791908,"<55,0.6846,0.0105,0.7447,1.4195,1.1965,0.2521>"
56,1768256253708101,2026-01-12T22:17:33.708105,0.6962859435604088,0.01071759209253782,0.7574794655356625,1.4438095272685088,1.2169612119151125,0.25646517769083815,0.11241189796663975,0.0017303018679277688,0.12229128733550583,0.23309585776305167,0.19647232699203673,0.04140502569843619,-0.09645121890415319,-0.001484626870043099,-0.10492789409505497,-0.20000000008386726,-0.16857642084241412,-0.035526178897518815,"<56,0.6963,0.0107,0.7575,1.4438,1.2170,0.2565>"
57,1768256253758766,2026-01-12T22:17:33.758770,0.7070448772627567,0.010883199144983535,0.7691839547989604,1.466119113044819,1.2357655625104622,0.2604280493662696,0.1027667760802993,0.0015818391809862263,0.11179849793043345,0.2130958577631147,0.17961468491491867,0.03785240781018568,-0.09645121884374683,-0.0014846268691126902,-0.10492789402932823,-0.19999999995859408,-0.1685764207368107,-0.035526178875269494,"<57,0.7070,0.0109,0.7692,1.4661,1.2358,0.2604>"
