seq,timestamp_pc_us,timestamp_pc_iso,j1_pos,j2_pos,j3_pos,j4_pos,j5_pos,j6_pos,j1_vel,j2_vel,j3_vel,j4_vel,j5_vel,j6_vel,j1_acc,j2_acc,j3_acc,j4_acc,j5_acc,j6_acc,command_sent
111,1768256356855636,2026-01-12T22:19:16.855641,0.2887175202026827,0.004627689776544902,0.14221360892770418,1.1603465775724806,1.526743953551352,1.3155934675579268,-0.13712328123763146,-0.002057454557479932,-0.19899416746657575,-0.12153541197205589,0.056605953335151386,0.30000000000015975,-1.1567270325055616e-10,-1.7359152115666876e-12,-1.6787935677086423e-10,-1.0252208033347773e-10,4.775347435524386e-11,2.5307252262498105e-10,"<111,0.2887,0.0046,0.1422,1.1603,1.5267,1.3156>"
112,1768256356905910,2026-01-12T22:19:16.905914,0.27500519207892116,0.004421944320796932,0.1223141921810489,1.1481930363752764,1.5324045488848665,1.3455934675579395,-0.1371232812375621,-0.0020574545574789035,-0.19899416746647489,-0.12153541197199477,0.0566059533351245,0.30000000000001203,-1.1697372208386115e-10,-1.7627702407942275e-12,-1.704134935942546e-10,-1.0391066682576499e-10,4.8392681978856266e-11,2.565109032498884e-10,"<112,0.2750,0.0044,0.1223,1.1482,1.5324,1.3456>"
113,1768256356956167,2026-01-12T22:19:16.956171,0.26129286395515955,0.00421619886504896,0.1024147754343936,1.1360394951780721,1.5380651442183813,1.3755934675579524,-0.13712328123755818,-0.0020574545574788446,-0.1989941674664692,-0.1215354119719913,0.05660595333512288,0.30000000000000343,-1.1589906750572665e-10,-1.7462471108563724e-12,-1.6970934884767116e-10,-1.0348131027297023e-10,4.811880927693115e-11,2.5249439706604737e-10,"<113,0.2613,0.0042,0.1024,1.1360,1.5381,1.3756>"
114,1768256357006421,2026-01-12T22:19:17.006425,0.24758053583139802,0.00401045340930099,0.0825153586877384,1.1238859539808677,1.543725739551896,1.4055934675579649,-0.1371232812376077,-0.002057454557479587,-0.19899416746654103,-0.12153541197203677,0.056605953335143316,0.3000000000001086,-1.1556689246041976e-10,-1.7340285440658273e-12,-1.6766248268586626e-10,-1.0241372544940443e-10,4.770042876722024e-11,2.528510533026634e-10,"<114,0.2476,0.0040,0.0825,1.1239,1.5437,1.4056>"
115,1768256357056722,2026-01-12T22:19:17.056727,0.23386820770763625,0.003804707953553017,0.0626159419410829,1.1117324127836632,1.5493863348854107,1.435593467557978,-0.13712328123765652,-0.0020574545574803082,-0.19899416746661075,-0.12153541197207934,0.056605953335161566,0.3000000000002137,-1.154959632302867e-10,-1.7333217548817632e-12,-1.6763001371627171e-10,-1.0238037559228229e-10,4.767737708959177e-11,2.527253908319349e-10,"<115,0.2339,0.0038,0.0626,1.1117,1.5494,1.4356>"
116,1768256357106974,2026-01-12T22:19:17.106977,0.22015587958387461,0.003598962497805047,0.0427165251944277,1.0995788715864587,1.5550469302189251,1.4655934675579905,-0.13712328123758832,-0.0020574545574792965,-0.19899416746651294,-0.121535411972018,0.056605953335135316,0.3000000000000662,-1.1586484822450404e-10,-1.7389692673603172e-12,-1.681634769643719e-10,-1.0268389301364303e-10,4.7807537145844674e-11,2.534144937313923e-10,"<116,0.2202,0.0036,0.0427,1.0996,1.5550,1.4656>"
117,1768256357157244,2026-01-12T22:19:17.157249,0.206443551460113,0.0033932170420570753,0.022817108447772294,1.0874253303892547,1.5607075255524399,1.4955934675580034,-0.13712328123758447,-0.0020574545574792383,-0.19899416746650733,-0.12153541197201458,0.05660595333513373,0.3000000000000578,-1.1588300888279959e-10,-1.7383212918966224e-12,-1.6815830941983536e-10,-1.0266186643928355e-10,4.782763510672854e-11,2.534560026038098e-10,"<117,0.2064,0.0034,0.0228,1.0874,1.5607,1.4956>"
118,1768256357207515,2026-01-12T22:19:17.207519,0.1927312233363514,0.0031874715863091044,0.0029176917011170048,1.0752717891920505,1.5663681208859543,1.525593467558016,-0.13712328123763276,-0.0020574545574799635,-0.19899416746657742,-0.1215354119720574,0.05660595333515209,0.30000000000016347,-1.160167202832757e-10,-1.741355571420172e-12,-1.6839885151485502e-10,-1.028457399612613e-10,4.789839324961698e-11,2.5384855036340666e-10,"<118,0.1927,0.0032,0.0029,1.0753,1.5664,1.5256>"
119,1768256357257792,2026-01-12T22:19:17.257797,0.17901889521258982,0.0029817261305611336,-0.01698172504553827,1.0631182479948462,1.572028716219469,1.5555934675580285,-0.13712328123756495,-0.002057454557478946,-0.19899416746647902,-0.1215354119719973,0.05660595333512567,0.30000000000001514,-1.1575230552316082e-10,-1.7429940158792488e-12,-1.6802754027555603e-10,-1.0268349683506202e-10,4.772448886993223e-11,2.5390828308306246e-10,"<119,0.1790,0.0030,-0.0170,1.0631,1.5720,1.5556>"
120,1768256357308063,2026-01-12T22:19:17.308067,0.16530656708882815,0.002775980674813161,-0.03688114179219368,1.0509647067976418,1.5776893115529838,1.5855934675580414,-0.1371232812375611,-0.002057454557478888,-0.19899416746647342,-0.12153541197199387,0.05660595333512408,0.30000000000000665,-1.1576704418147004e-10,-1.7424798794515989e-12,-1.6780910991442447e-10,-1.0249100700469595e-10,4.779373383638671e-11,2.527757478457786e-10,"<120,0.1653,0.0028,-0.0369,1.0510,1.5777,1.5856>"
121,1768256357358335,2026-01-12T22:19:17.358339,0.15159423896506657,0.0025702352190651906,-0.056780558538849,1.0388111656004373,1.5833499068864985,1.615593467558054,-0.13712328123760906,-0.0020574545574796074,-0.1989941674665438,-0.12153541197203796,0.05660595333514388,0.30000000000011157,-1.1531754742521327e-10,-1.730234023357344e-12,-1.6735796485335798e-10,-1.0219758693970997e-10,4.7599091091544894e-11,2.5222967096053727e-10,"<121,0.1516,0.0026,-0.0568,1.0388,1.5833,1.6156>"
122,1768256357408661,2026-01-12T22:19:17.408667,0.13788191084130486,0.002364489763317218,-0.07667997528550453,1.026657624403233,1.5890105022200132,1.6455934675580672,-0.13712328123765735,-0.0020574545574803204,-0.19899416746661275,-0.12153541197208008,0.05660595333516348,0.30000000000021865,-1.1643587447974415e-10,-1.7470434812347028e-12,-1.6899373448796199e-10,-1.0320746540690655e-10,4.8070227345977704e-11,2.547358187229069e-10,"<122,0.1379,0.0024,-0.0767,1.0267,1.5890,1.6456>"
123,1768256357458965,2026-01-12T22:19:17.458969,0.12416958271754343,0.0021587443075692507,-0.09657939203215954,1.0145040832060288,1.5946710975535274,1.6755934675580795,-0.137123281237591,-0.002057454557479337,-0.19899416746651602,-0.12153541197202039,0.056605953335134844,0.30000000000006893,-1.1494160350803473e-10,-1.724694199463319e-12,-1.668376361324737e-10,-1.0186623591320539e-10,4.746155718045614e-11,2.5157412690206544e-10,"<123,0.1242,0.0022,-0.0966,1.0145,1.5947,1.6756>"
124,1768256357509275,2026-01-12T22:19:17.509281,0.1104572545937818,0.0019529988518212792,-0.11647880877881481,1.0023505420088243,1.6003316928870421,1.705593467558092,-0.13712328123758716,-0.002057454557479279,-0.19899416746651044,-0.12153541197201699,0.056605953335133255,0.3000000000000605,-1.149462494275591e-10,-1.723905221711008e-12,-1.6676438797472177e-10,-1.0184745493957921e-10,4.7432639071010835e-11,2.51358364712072e-10,"<124,0.1105,0.0020,-0.1165,1.0024,1.6003,1.7056>"
125,1768256357559588,2026-01-12T22:19:17.559592,0.0967449264700202,0.0017472533960733074,-0.1363782255254702,0.9901970008116202,1.6059922882205568,1.7355934675581048,-0.1371232812376333,-0.0020574545574799713,-0.19899416746657897,-0.12153541197205865,0.05660595333515387,0.30000000000016774,-1.1677017820149503e-10,-1.7518697535208001e-12,-1.6944781833149603e-10,-1.034950746695365e-10,4.819623575297043e-11,2.5544004949074327e-10,"<125,0.0967,0.0017,-0.1364,0.9902,1.6060,1.7356>"
126,1768256357609880,2026-01-12T22:19:17.609885,0.08303259834626082,0.0015415079403253702,-0.1562776422721223,0.9780434596144179,1.6116528835540702,1.7655934675581126,-0.13712328123756098,-0.002057454557478874,-0.19899416746647325,-0.12153541197199377,0.05660595333512245,0.30000000000000326,-2.0377773904797857e-11,-3.063875203846376e-13,-2.960544510697047e-11,-1.8070856104254705e-11,8.458698601991564e-12,4.460041081050097e-11,"<126,0.0830,0.0015,-0.1563,0.9780,1.6117,1.7656>"
127,1768256357660223,2026-01-12T22:19:17.660229,0.06932027022250377,0.0013357624845774685,-0.176177059018771,0.9658899184172176,1.617313478887583,1.795593467558115,-0.13712328123756032,-0.002057454557478864,-0.19899416746647228,-0.12153541197199318,0.056605953335122174,0.3000000000000018,-2.071557300414063e-11,-3.125194203210871e-13,-3.000186435082436e-11,-1.8215417641571933e-11,8.571961243092676e-12,4.57171266298276e-11,"<127,0.0693,0.0013,-0.1762,0.9659,1.6173,1.7956>"
128,1768256357710473,2026-01-12T22:19:17.710477,0.05560794209874695,0.001130017028829569,-0.19607647576541928,0.9537363772200176,1.6229740742210956,1.8255934675581174,-0.13712328123756765,-0.002057454557478987,-0.19899416746648174,-0.12153541197200055,0.056605953335126455,0.3000000000000224,-2.2455053731124248e-11,-3.3751227160402443e-13,-3.252321640948159e-11,-1.9892248685724198e-11,9.274913497638277e-12,4.918144920458191e-11,"<128,0.0556,0.0011,-0.1961,0.9537,1.6230,1.8256>"
129,1768256357760730,2026-01-12T22:19:17.760735,0.0418956139749902,0.0009242715730816706,-0.21597589251206756,0.9415828360228176,1.6286346695546081,1.8555934675581196,-0.1371232812375763,-0.0020574545574791156,-0.19899416746649662,-0.12153541197200807,0.05660595333513069,0.3000000000000417,-2.1863376012275085e-11,-3.2767177059213296e-13,-3.171145646095293e-11,-1.9361517386963723e-11,9.027407077954691e-12,4.78062157702808e-11,"<129,0.0419,0.0009,-0.2160,0.9416,1.6286,1.8556>"
130,1768256357810996,2026-01-12T22:19:17.811001,0.02818328585123331,0.0007185261173337702,-0.2358753092587161,0.9294292948256174,1.634295264888121,1.885593467558122,-0.13712328123756495,-0.0020574545574789465,-0.19899416746647788,-0.12153541197199741,0.05660595333512535,0.3000000000000134,-2.1212201999983313e-11,-3.1933323501687207e-13,-3.0898138986277064e-11,-1.8887577123272813e-11,8.814202657527312e-12,4.6686216273935874e-11,"<130,0.0282,0.0007,-0.2359,0.9294,1.6343,1.8856>"
131,1768256357861268,2026-01-12T22:19:17.861273,0.014470957727476433,0.0005127806615858699,-0.25577472600536444,0.9172757536284173,1.6399558602216338,1.915593467558124,-0.13712328123756426,-0.0020574545574789356,-0.19899416746647686,-0.12153541197199677,0.05660595333512505,0.30000000000001187,-2.1264267013602957e-11,-3.185529691148639e-13,-3.0909913906371305e-11,-1.885285529041087e-11,8.796172308462047e-12,4.669369973090134e-11,"<131,0.0145,0.0005,-0.2558,0.9173,1.6400,1.9156>"
132,1768256357911565,2026-01-12T22:19:17.911569,0.0007586296037194349,0.0003070352058379685,-0.2756741427520131,0.905122212431217,1.6456164555551465,1.9455934675581268,-0.13712328123757253,-0.0020574545574790475,-0.19899416746649,-0.1215354119720048,0.056605953335127225,0.3000000000000317,-2.160779720942962e-11,-3.246613004415859e-13,-3.135411648815508e-11,-1.9160848964983658e-11,8.927213722321932e-12,4.728001692658305e-11,"<132,0.0008,0.0003,-0.2757,0.9051,1.6456,1.9456>"
133,1768256357961862,2026-01-12T22:19:17.961869,-0.012953698520037239,0.00010128975009007217,-0.2955735594986612,0.892968671234017,1.6512770508886592,1.9755934675581286,-0.13712328123756068,-0.002057454557478882,-0.19899416746647167,-0.12153541197199359,0.056605953335123575,0.30000000000000404,-2.124710795918349e-11,-3.1666362823783085e-13,-3.1053465478806637e-11,-1.87955185792777e-11,8.825721767660833e-12,4.7070516094191114e-11,"<133,-0.0130,0.0001,-0.2956,0.8930,1.6513,1.9756>"
134,1768256358012183,2026-01-12T22:19:18.012188,-0.026666026643794263,-0.00010445570565783044,-0.31547297624530973,0.8808151300368169,1.6569376462221719,2.005593467558131,-0.13712328123755996,-0.0020574545574788715,-0.1989941674664706,-0.12153541197199297,0.056605953335123284,0.3000000000000025,-2.098714965743108e-11,-3.1951590023332576e-13,-3.067352642239927e-11,-1.883462148743815e-11,8.879178701220843e-12,4.7355619739844495e-11,"<134,-0.0267,-0.0001,-0.3155,0.8808,1.6569,2.0056>"
135,1768256358062546,2026-01-12T22:19:18.062554,-0.04037835476755105,-0.00031020116140572935,-0.33537239299195815,0.8686615888396169,1.6625982415556844,2.035593467558133,-0.13712328123756753,-0.002057454557478984,-0.19899416746648393,-0.1215354119720003,0.05660595333512549,0.30000000000002247,-2.1903451510135695e-11,-3.29256660149821e-13,-3.187575463670154e-11,-1.9469734675676173e-11,9.067079182041267e-12,4.796202932300716e-11,"<135,-0.0404,-0.0003,-0.3354,0.8687,1.6626,2.0356>"
136,1768256358112871,2026-01-12T22:19:18.112877,-0.05409068289130781,-0.0005159466171536274,-0.3552718097386065,0.8565080476424168,1.6682588368891968,2.065593467558136,-0.13712328123757714,-0.002057454557479117,-0.19899416746649712,-0.12153541197200898,0.056605953335130375,0.30000000000004,-2.0700460886218688e-11,-3.106836053911331e-13,-3.002980365284532e-11,-1.834456624818166e-11,8.544044553947622e-12,4.523317705031094e-11,"<136,-0.0541,-0.0005,-0.3553,0.8565,1.6683,2.0656>"
137,1768256358163179,2026-01-12T22:19:18.163185,-0.06780301101506486,-0.0007216920729015291,-0.3751712264852553,0.8443545064452165,1.6739194322227098,2.095593467558138,-0.1371232812375647,-0.002057454557478942,-0.19899416746647708,-0.12153541197199708,0.05660595333512557,0.30000000000001453,-2.225805486889929e-11,-3.332911861879451e-13,-3.227417955990397e-11,-1.966128180086104e-11,9.158262159599188e-12,4.8411269339855956e-11,"<137,-0.0678,-0.0007,-0.3752,0.8444,1.6739,2.0956>"
138,1768256358213562,2026-01-12T22:19:18.213568,-0.0815153391388217,-0.0009274375286494291,-0.3950706432319035,0.8322009652480165,1.6795800275562225,2.1255934675581405,-0.13712328123756395,-0.002057454557478931,-0.198994167466476,-0.12153541197199641,0.05660595333512526,0.3000000000000129,-2.2229983659008077e-11,-3.3266700898163495e-13,-3.224913122363143e-11,-1.962083064738741e-11,9.158127070788539e-12,4.842587989567957e-11,"<138,-0.0815,-0.0009,-0.3951,0.8322,1.6796,2.1256>"
139,1768256358263852,2026-01-12T22:19:18.263856,-0.09522766726257842,-0.001133182984397327,-0.4149700599785518,0.8200474240508165,1.6852406228897352,2.155593467558143,-0.13712328123757195,-0.0020574545574790506,-0.19899416746649073,-0.12153541197200428,0.05660595333512697,0.3000000000000335,-2.246639186186041e-11,-3.364108156398369e-13,-3.25599882055948e-11,-1.9902292790669822e-11,9.259246645966021e-12,4.908418221993416e-11,"<139,-0.0952,-0.0011,-0.4150,0.8200,1.6852,2.1556>"
140,1768256358314183,2026-01-12T22:19:18.314189,-0.10893999538633531,-0.0013389284401452272,-0.4348694767252003,0.8078938828536162,1.6909012182232475,2.185593467558145,-0.1371232812375615,-0.002057454557478894,-0.19899416746647244,-0.12153541197199504,0.05660595333512425,0.30000000000000443,-2.046846136095454e-11,-3.064938875663766e-13,-2.9849839484725373e-11,-1.8194187876404038e-11,8.528525567064392e-12,4.491690131987247e-11,"<140,-0.1089,-0.0013,-0.4349,0.8079,1.6909,2.1856>"
141,1768256358364481,2026-01-12T22:19:18.364486,-0.12265232351009223,-0.0015446738958931282,-0.4547688934718487,0.7957403416564162,1.6965618135567602,2.2155934675581475,-0.13712328123756082,-0.002057454557478884,-0.19899416746647144,-0.12153541197199443,0.056605953335123964,0.30000000000000293,-2.0287942422173894e-11,-3.102544386369678e-13,-2.978442610914891e-11,-1.812965067513412e-11,8.525252400807115e-12,4.489246833842734e-11,"<141,-0.1227,-0.0015,-0.4548,0.7957,1.6966,2.2156>"
142,1768256358414859,2026-01-12T22:19:18.414865,-0.13636465163384917,-0.0017504193516410288,-0.4746683102184973,0.7835868004592159,1.702222408890273,2.24559346755815,-0.1371232812375681,-0.0020574545574789816,-0.19899416746648402,-0.12153541197200018,0.056605953335125074,0.3000000000000234,-2.2247870573657654e-11,-3.3407922533495663e-13,-3.2302752339414617e-11,-1.973415013221841e-11,9.188081613536538e-12,4.865638187797336e-11,"<142,-0.1364,-0.0018,-0.4747,0.7836,1.7022,2.2456>"
143,1768256358465360,2026-01-12T22:19:18.465370,-0.15007697975760598,-0.0019561648073889277,-0.4945677269651456,0.771433259262016,1.7078830042237856,2.275593467558152,-0.13712328123757755,-0.002057454557479147,-0.19899416746649687,-0.12153541197200916,0.0566059533351312,0.30000000000004123,-2.0994997550156946e-11,-3.149830246393845e-13,-3.043964984041929e-11,-1.861060992277924e-11,8.662758944920953e-12,4.595365245491579e-11,"<143,-0.1501,-0.0020,-0.4946,0.7714,1.7079,2.2756>"
144,1768256358515715,2026-01-12T22:19:18.515720,-0.1637893078813628,-0.0021619102631368283,-0.5144671437117939,0.7592797180648158,1.713543599557298,2.305593467558154,-0.13712328123756426,-0.0020574545574789235,-0.19899416746647847,-0.12153541197199756,0.05660595333512507,0.30000000000001503,-2.1884212271396745e-11,-3.294307868598214e-13,-3.184775606975624e-11,-1.943780642804955e-11,9.073941673505967e-12,4.8038514742090415e-11,"<144,-0.1638,-0.0022,-0.5145,0.7593,1.7135,2.3056>"
145,1768256358566058,2026-01-12T22:19:18.566062,-0.17750163600511973,-0.0023676557188847284,-0.5343665604584426,0.7471261768676157,1.719204194890811,2.335593467558157,-0.13712328123756354,-0.0020574545574789127,-0.1989941674664774,-0.12153541197199692,0.05660595333512476,0.3000000000000134,-2.1912305981570502e-11,-3.2992960710887405e-13,-3.187244506410255e-11,-1.947207190635015e-11,9.063726565104163e-12,4.8007870377804465e-11,"<145,-0.1775,-0.0024,-0.5344,0.7471,1.7192,2.3356>"
146,1768256358616327,2026-01-12T22:19:18.616331,-0.1912139641288766,-0.0025734011746326273,-0.554265977205091,0.7349726356704156,1.7248647902243237,2.365593467558159,-0.13712328123757364,-0.002057454557479064,-0.19899416746649162,-0.12153541197200499,0.05660595333512926,0.3000000000000309,-2.033689692255906e-11,-3.052781985244161e-13,-2.952645741801797e-11,-1.801952949326942e-11,8.400456931174937e-12,4.4429527265001326e-11,"<146,-0.1912,-0.0026,-0.5543,0.7350,1.7249,2.3656>"
147,1768256358666603,2026-01-12T22:19:18.666608,-0.2049262922526338,-0.0027791466303805313,-0.5741653939517399,0.7228190944732152,1.7305253855578364,2.395593467558162,-0.13712328123755993,-0.002057454557478871,-0.1989941674664706,-0.12153541197199295,0.056605953335121695,0.30000000000000554,-2.2887474583954044e-11,-3.4189737101717067e-13,-3.3199413682219055e-11,-2.0246612131959348e-11,9.431651614266777e-12,4.979912052332858e-11,"<147,-0.2049,-0.0028,-0.5742,0.7228,1.7305,2.3956>"
148,1768256358716871,2026-01-12T22:19:18.716875,-0.2186386203763906,-0.002984892086128431,-0.5940648106983881,0.7106655532760152,1.736185980891349,2.425593467558164,-0.13712328123755918,-0.0020574545574788597,-0.1989941674664695,-0.12153541197199227,0.056605953335121376,0.3000000000000039,-2.3062947300930314e-11,-3.434667444718626e-13,-3.3152986745087326e-11,-2.0180078888314024e-11,9.36932234100294e-12,4.9729480117630986e-11,"<148,-0.2186,-0.0030,-0.5941,0.7107,1.7362,2.4256>"
149,1768256358767241,2026-01-12T22:19:18.767248,-0.23235094850014734,-0.003190637541876329,-0.6139642274450364,0.6985120120788152,1.7418465762248616,2.4555934675581663,-0.13712328123744802,-0.002057454557477191,-0.19899416746631046,-0.12153541197189438,0.05660595333507773,0.299999999999761,2.215792778731223e-10,3.324955817932237e-12,3.2156017154757987e-10,1.9638702003566745e-10,-9.146619200313908e-11,-4.848172614439352e-10,"<149,-0.2324,-0.0032,-0.6140,0.6985,1.7418,2.4556>"
150,1768256358817561,2026-01-12T22:19:18.817566,-0.24606327662390395,-0.0033963829976242253,-0.6338636441916845,0.6863584708816153,1.747507171558374,2.485593467558168,-0.1371232812375782,-0.002057454557479145,-0.1989941674664971,-0.12153541197200993,0.05660595333512924,0.30000000000004234,-2.1250757329455477e-11,-3.1916210159405785e-13,-3.0868556982872825e-11,-1.8853940590429247e-11,8.778150477325359e-12,4.6531830704152505e-11,"<150,-0.2461,-0.0034,-0.6339,0.6864,1.7475,2.4856>"
151,1768256358867918,2026-01-12T22:19:18.867923,-0.25977560474766115,-0.00360212845337213,-0.6537630609383333,0.6742049296844148,1.753167766891887,2.515593467558171,-0.1371232812375775,-0.0020574545574791343,-0.19899416746649606,-0.12153541197200929,0.056605953335128946,0.3000000000000408,-2.1267280118320575e-11,-3.1892996451654366e-13,-3.087083582003613e-11,-1.8842620015412194e-11,8.77948821575976e-12,4.652811805319613e-11,"<151,-0.2598,-0.0036,-0.6538,0.6742,1.7532,2.5156>"
152,1768256358918227,2026-01-12T22:19:18.918232,-0.27348793287141776,-0.0038078739091200265,-0.6736624776849816,0.6620513884872149,1.7588283622253993,2.545593467558173,-0.13712328123756365,-0.0020574545574789257,-0.19899416746647824,-0.12153541197199684,0.056605953335125456,0.300000000000014,-2.190812653804356e-11,-3.2743123901967276e-13,-3.171915711812394e-11,-1.9336302987925402e-11,9.025195606433162e-12,4.781686748738203e-11,"<152,-0.2735,-0.0038,-0.6737,0.6621,1.7588,2.5456>"
153,1768256358968505,2026-01-12T22:19:18.968509,-0.2872002609951746,-0.004013619364867925,-0.6935618944316299,0.649897847290015,1.7644889575589122,2.575593467558175,-0.13712328123757392,-0.0020574545574790683,-0.19899416746649085,-0.12153541197200532,0.056605953335129036,0.30000000000003296,-2.1265937380150588e-11,-3.187928804681246e-13,-3.083953280590104e-11,-1.883330247688613e-11,8.779065477506815e-12,4.653395153663948e-11,"<153,-0.2872,-0.0040,-0.6936,0.6499,1.7645,2.5756>"
154,1768256359018820,2026-01-12T22:19:19.018827,-0.30091258911893143,-0.004219364820615824,-0.7134613111782782,0.6377443060928147,1.770149552892425,2.605593467558177,-0.13712328123756148,-0.002057454557478882,-0.19899416746647283,-0.12153541197199431,0.05660595333512234,0.30000000000000576,-2.119819024022728e-11,-3.206508164662039e-13,-3.0895234711820615e-11,-1.8943063618926505e-11,8.851371988605541e-12,4.645560839879596e-11,"<154,-0.3009,-0.0042,-0.7135,0.6377,1.7701,2.6056>"
155,1768256359069141,2026-01-12T22:19:19.069147,-0.3146249172426883,-0.004425110276363724,-0.7333607279249266,0.6255907648956148,1.7758101482259374,2.635593467558179,-0.1371232812375608,-0.0020574545574788715,-0.1989941674664718,-0.12153541197199368,0.05660595333512204,0.30000000000000426,-2.1339892219485545e-11,-3.2377100967063666e-13,-3.0927380028239923e-11,-1.8865701817226352e-11,8.814303308048378e-12,4.700961764292468e-11,"<155,-0.3146,-0.0044,-0.7334,0.6256,1.7758,2.6356>"
156,1768256359119407,2026-01-12T22:19:19.119410,-0.3283372453664454,-0.004630855732111627,-0.7532601446715754,0.6134372236984145,1.7814707435594501,2.6655934675581823,-0.13712328123756795,-0.002057454557479003,-0.19899416746648613,-0.12153541197200148,0.05660595333512724,0.3000000000000234,-2.1128583673006582e-11,-3.172717515832969e-13,-3.0677605904443325e-11,-1.8741328115147398e-11,8.72583065976116e-12,4.6208486890055955e-11,"<156,-0.3283,-0.0046,-0.7533,0.6134,1.7815,2.6656>"
157,1768256359169684,2026-01-12T22:19:19.169688,-0.34204957349020204,-0.004836601187859525,-0.7731595614182236,0.6012836825012144,1.7871313388929628,2.6955934675581843,-0.13712328123757914,-0.002057454557479147,-0.1989941674664969,-0.12153541197200918,0.0566059533351312,0.30000000000004445,-2.2011348942246793e-11,-3.302831514504371e-13,-3.1948072814943705e-11,-1.9497056689609847e-11,9.078552265509451e-12,4.8178055140348656e-11,"<157,-0.3420,-0.0048,-0.7732,0.6013,1.7871,2.6956>"
158,1768256359219947,2026-01-12T22:19:19.219953,-0.3556799333958346,-0.005041116758481964,-0.7929400253716106,0.5892027915576289,1.7927580968715913,2.725414136483147,-0.13325206247577123,-0.0019993691863255747,-0.19337623047115954,-0.11810426473863074,0.055007872931838404,0.2915305000138943,0.09141552070337826,0.001371636369827145,0.13266277813436853,0.08102360787345378,-0.03773730217318812,-0.1999999997337381,"<158,-0.3557,-0.0050,-0.7929,0.5892,1.7928,2.7254>"
159,1768256359270245,2026-01-12T22:19:19.270249,-0.3685480620392847,-0.0052341954952562315,-0.8116143345271694,0.577797483123674,1.798070197653657,2.753567186484532,-0.12411051039327173,-0.001862205549160385,-0.18010995264007096,-0.1100019039405026,0.05123414270949728,0.2715305000139068,0.09141552068367322,0.0013716363695314697,0.13266277810578347,0.08102360785602358,-0.03773730216506254,-0.19999999969063909,"<159,-0.3685,-0.0052,-0.8116,0.5778,1.7981,2.7536>"
160,1768256359320539,2026-01-12T22:19:19.320544,-0.38050203547448397,-0.005413557868313967,-0.8289620158996174,0.5672024107695326,1.8030049254134888,2.779720236485917,-0.1149689583107743,-0.0017250419119952459,-0.1668436748089816,-0.1018995431423774,0.04746041248716041,0.2515305000139183,0.09141552066390438,0.0013716363692348418,0.13266277807711702,0.08102360783854315,-0.037737302156883486,-0.19999999964750811,"<160,-0.3805,-0.0054,-0.8290,0.5672,1.8030,2.7797>"
161,1768256359370828,2026-01-12T22:19:19.370832,-0.39154185370143263,-0.0055792038776551756,-0.8449830694889556,0.5574175744952047,1.8075622801510862,2.8038732864873013,-0.10582740622827651,-0.0015878782748300802,-0.15357739697789252,-0.0937971823442499,0.04368668226482138,0.23153050001393172,0.09141552064424342,0.0013716363689396092,0.1326627780485696,0.08102360782107752,-0.037737302148757555,-0.19999999960444104,"<161,-0.3915,-0.0056,-0.8450,0.5574,1.8076,2.8039>"
162,1768256359421114,2026-01-12T22:19:19.421119,-0.401667516720129,-0.0057311335232798286,-0.8596774952951812,0.548442974300692,1.8117422618664492,2.826026336488681,-0.0966858541456607,-0.0014507146376631272,-0.14031111914663277,-0.08569482154601568,0.03991295204243316,0.21153050001368898,0.09141552096779366,0.0013716363737938636,0.1326627785181773,0.08102360810783346,-0.037737302282336994,-0.2000000003122523,"<162,-0.4017,-0.0057,-0.8597,0.5484,1.8117,2.8260>"
163,1768256359471425,2026-01-12T22:19:19.471432,-0.4108790245305745,-0.005869346805187947,-0.8730452933182963,0.5402786101859929,1.815544870559577,2.84617938649006,-0.08754430206317668,-0.0013135510004981697,-0.12704484131556362,-0.07759246074790058,0.03613922182009986,0.1915305000137323,0.09141552091560548,0.001371636373011003,0.132662778442374,0.08102360806155656,-0.037737302260790764,-0.2000000001980191,"<163,-0.4109,-0.0059,-0.8730,0.5403,1.8155,2.8462>"
164,1768256359521718,2026-01-12T22:19:19.521723,-0.4191763771327698,-0.005993843723379544,-0.8850864635583018,0.5329244821511069,1.8189701062304708,2.8643324364914395,-0.07840274998068547,-0.0011763873633331176,-0.11377856348448354,-0.0694900999497799,0.03236549159776305,0.17153050001376005,0.0914155208824668,0.0013716363725139351,0.13266277839428636,0.08102360803221256,-0.03773730224711194,-0.20000000012563893,"<164,-0.4192,-0.0060,-0.8851,0.5329,1.8190,2.8643>"
165,1768256359572021,2026-01-12T22:19:19.572029,-0.42655957452671467,-0.0061046242778546155,-0.8958010060151974,0.5263805901960342,1.822017968879131,2.8804854864928187,-0.06926119789818859,-0.0010392237261679653,-0.10051228565339577,-0.0613877391516533,0.028591761375424494,0.15153050001377522,0.0914155208608453,0.0013716363721904073,0.13266277836297802,0.08102360801309348,-0.037737302238209765,-0.20000000007846644,"<165,-0.4266,-0.0061,-0.8958,0.5264,1.8220,2.8805>"
166,1768256359622356,2026-01-12T22:19:19.622360,-0.43302861671240905,-0.00620168846861316,-0.905188920688983,0.5206469343207749,1.8246884585055565,2.894638536494198,-0.060119645815692194,-0.0009020600890028207,-0.08724600782230872,-0.05328537835352713,0.024818031153086145,0.1315305000137915,0.09141552083926788,0.0013716363718660743,0.1326627783316274,0.08102360799393898,-0.037737302229287256,-0.20000000003108626,"<166,-0.4330,-0.0062,-0.9052,0.5206,1.8247,2.8946>"
